"Date","Price","Open","High","Low","Vol.","Change %"
"23/02/2024","111.95","112.00","113.37","111.71","7.50M","0.85%"
"22/02/2024","111.01","111.49","111.89","109.66","8.96M","2.63%"
"21/02/2024","108.16","106.76","108.38","106.51","7.87M","-0.27%"
"20/02/2024","108.45","110.54","110.76","107.68","10.98M","-2.57%"
"16/02/2024","111.31","113.02","113.11","111.25","8.94M","-1.30%"
"15/02/2024","112.78","114.25","114.31","112.57","8.46M","-1.30%"
"14/02/2024","114.26","114.32","114.72","113.53","5.95M","0.51%"
"13/02/2024","113.68","113.79","114.21","113.00","8.17M","-1.86%"
"12/02/2024","115.84","116.26","117.10","115.38","5.44M","-0.69%"
"09/02/2024","116.64","117.06","117.34","115.73","5.79M","-0.03%"
"08/02/2024","116.68","117.09","117.79","115.97","4.47M","-0.50%"
"07/02/2024","117.27","115.80","117.59","115.30","7.67M","1.71%"
"06/02/2024","115.30","116.74","116.95","114.98","4.64M","-0.94%"
"05/02/2024","116.39","115.53","116.71","114.77","8.08M","0.52%"
"02/02/2024","115.79","115.82","116.49","115.16","6.50M","0.23%"
"01/02/2024","115.53","112.91","115.78","112.55","7.88M","3.43%"
"31/01/2024","111.70","113.81","114.27","111.67","7.39M","-2.15%"
"30/01/2024","114.16","113.36","114.40","112.63","8.23M","0.36%"
"29/01/2024","113.75","114.19","114.59","113.01","7.01M","-0.78%"
"26/01/2024","114.64","114.64","115.48","114.27","5.54M","-0.31%"
"25/01/2024","115.00","114.89","116.18","114.35","8.88M","0.60%"
"24/01/2024","114.31","113.42","115.42","113.33","11.70M","2.22%"
"23/01/2024","111.83","110.29","112.68","109.56","9.19M","1.57%"
"22/01/2024","110.10","110.06","110.69","109.27","7.49M","0.39%"
"19/01/2024","109.67","109.32","110.22","109.02","11.16M","0.89%"
"18/01/2024","108.70","106.99","108.88","106.62","10.36M","2.13%"
"17/01/2024","106.43","106.46","107.50","105.68","7.77M","-0.13%"
"16/01/2024","106.57","106.41","106.66","105.42","7.55M","-0.03%"
"12/01/2024","106.60","105.10","106.70","104.96","9.70M","1.75%"
"11/01/2024","104.77","104.35","104.84","103.54","6.12M","0.82%"
"10/01/2024","103.92","103.09","104.07","102.72","7.27M","0.28%"
"09/01/2024","103.63","103.85","104.48","103.29","6.73M","-0.98%"
"08/01/2024","104.66","102.94","104.77","102.13","7.04M","1.88%"
"05/01/2024","102.73","102.53","103.72","102.29","6.13M","0.14%"
"04/01/2024","102.59","102.77","103.36","102.40","6.82M","0.13%"
"03/01/2024","102.46","103.30","103.38","101.74","9.46M","-1.54%"
"02/01/2024","104.06","104.52","104.68","102.44","9.60M","-1.30%"
